"placeID","state","latitude.y","longitude.y","franchise","price","alcohol","latitude","longitude","rating","reviews","dist_res_uni"
132560,"Tamaulipas",23.7523041,-99.1669133,"f","low","No_Alcohol_Served",23.730476,-99.1523582,0.5,4,1.76881620211726
132561,"Tamaulipas",23.726819,-99.1265059,"f","low","No_Alcohol_Served",23.730476,-99.1523582,1,3,1.65639728662769
132564,"Tamaulipas",23.7309245,-99.1451848,"f","low","No_Alcohol_Served",23.730476,-99.1523582,1.25,4,0.455271299389682
132572,"San Luis Potosi",22.1416471,-100.9927118,"f","low","No_Alcohol_Served",22.1533101,-100.9783239,0.89,9,1.22490001408367
132583,"Morelos",18.9222904,-99.234332,"t","low","No_Alcohol_Served",18.9738525,-99.2388462,1,3,3.5786222293977
132584,"Tamaulipas",23.7523648,-99.1652879,"t","medium","No_Alcohol_Served",23.730476,-99.1523582,1.25,4,1.72114034723664
132594,"Tamaulipas",23.7521677,-99.165709,"f","low","No_Alcohol_Served",23.730476,-99.1523582,0.6,5,1.7220898462739
132608,"Tamaulipas",23.7588052,-99.1651297,"t","low","No_Alcohol_Served",23.730476,-99.1523582,1,6,2.11973938061736
132609,"Tamaulipas",23.7602683,-99.1658646,"t","low","No_Alcohol_Served",23.730476,-99.1523582,0.6,5,2.23103724818517
132613,"Tamaulipas",23.7529035,-99.165076,"t","medium","No_Alcohol_Served",23.730476,-99.1523582,1,5,1.74778374392161
132626,"Tamaulipas",23.7375834,-99.1351318,"t","medium","No_Alcohol_Served",23.730476,-99.1523582,1.67,3,1.19639774967317
132630,"Tamaulipas",23.7529305,-99.1644725,"f","low","No_Alcohol_Served",23.730476,-99.1523582,1.2,5,1.73218686353299
132654,"Tamaulipas",23.7355234,-99.1295877,"f","low","No_Alcohol_Served",23.730476,-99.1523582,0.33,3,1.48344764785799
132660,"Tamaulipas",23.7529428,-99.1646791,"f","low","No_Alcohol_Served",23.730476,-99.1523582,1.25,4,1.73877873165257
132663,"Tamaulipas",23.7525107,-99.1669536,"f","low","No_Alcohol_Served",23.730476,-99.1523582,0.5,4,1.78235032048702
132665,"Tamaulipas",23.7367977,-99.1342413,"f","low","No_Alcohol_Served",23.730476,-99.1523582,1,4,1.22763036748433
132667,"Tamaulipas",23.7526973,-99.1633594,"t","low","No_Alcohol_Served",23.730476,-99.1523582,1.33,3,1.68745006804592
132668,"Tamaulipas",23.738212,-99.1519547,"f","low","No_Alcohol_Served",23.730476,-99.1523582,1.5,2,0.535688584148308
132706,"Tamaulipas",23.7292162,-99.1323571,"t","medium","No_Alcohol_Served",23.730476,-99.1523582,0.67,3,1.26945395636124
132715,"Tamaulipas",23.7324226,-99.1586602,"f","low","No_Alcohol_Served",23.730476,-99.1523582,1,4,0.421137635633842
132717,"Tamaulipas",23.7318602,-99.1504365,"f","medium","No_Alcohol_Served",23.730476,-99.1523582,1.33,3,0.154830324842717
132723,"San Luis Potosi",22.1489337,-101.019845,"f","medium","Full_Bar",22.1533101,-100.9783239,1.44,9,2.6771070811012
132732,"Tamaulipas",23.7543569,-99.171288,"f","low","No_Alcohol_Served",23.730476,-99.1523582,0.71,7,2.04078476036846
132733,"Tamaulipas",23.7527071,-99.1625655,"t","medium","No_Alcohol_Served",23.730476,-99.1523582,1.12,8,1.66795583972229
132740,"Tamaulipas",23.7521965,-99.1666317,"f","low","No_Alcohol_Served",23.730476,-99.1523582,0.75,8,1.7532116427677
132754,"San Luis Potosi",22.1477379,-100.9906163,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.22,9,0.876740606163561
132755,"San Luis Potosi",22.153324,-101.0195459,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.75,4,2.64073638098664
132766,"Morelos",18.9101777,-99.2315438,"f","medium","Wine-Beer",18.9738525,-99.2388462,1,1,4.43005507039972
132767,"Morelos",18.8820871,-99.1630268,"f","medium","Wine-Beer",18.9738525,-99.2388462,1,5,8.05572823459393
132768,"Morelos",18.9257734,-99.2326355,"t","medium","No_Alcohol_Served",18.9738525,-99.2388462,1.5,4,3.35023410057663
132773,"Morelos",18.8699929,-99.2103195,"f","low","Wine-Beer",18.9738525,-99.2388462,1.67,3,7.42221775151548
132825,"San Luis Potosi",22.1473922,-100.983092,"f","low","No_Alcohol_Served",22.1533101,-100.9783239,1.28,29,0.510736440187164
132830,"San Luis Potosi",22.1508494,-100.9397522,"f","low","No_Alcohol_Served",22.1533101,-100.9783239,0.92,12,2.47683092179437
132834,"San Luis Potosi",22.156469,-100.98554,"f","low","No_Alcohol_Served",22.1533101,-100.9783239,1,19,0.511302915726097
132845,"San Luis Potosi",22.1262926,-100.9007764,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1,4,5.30809653611436
132846,"San Luis Potosi",22.1422732,-100.9426537,"f","low","No_Alcohol_Served",22.1533101,-100.9783239,1.75,4,2.40930960477614
132847,"San Luis Potosi",22.1443365,-100.9373825,"f","low","No_Alcohol_Served",22.1533101,-100.9783239,1.4,5,2.69528417287201
132851,"San Luis Potosi",22.136872,-100.9345736,"f","low","No_Alcohol_Served",22.1533101,-100.9783239,1.5,6,3.02469571129457
132854,"San Luis Potosi",22.1378633,-100.9383273,"f","medium","Wine-Beer",22.1533101,-100.9783239,1.33,6,2.7761992261788
132856,"San Luis Potosi",22.1513782,-100.9746337,"f","low","Wine-Beer",22.1533101,-100.9783239,0.92,13,0.271552612978345
132858,"San Luis Potosi",22.1312917,-100.9371941,"f","low","No_Alcohol_Served",22.1533101,-100.9783239,1,4,3.04348610138327
132861,"San Luis Potosi",22.1480965,-101.0173023,"t","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.43,7,2.52295896877701
132862,"San Luis Potosi",22.1506429,-100.9870148,"f","high","Wine-Beer",22.1533101,-100.9783239,1.44,16,0.586524719256574
132866,"San Luis Potosi",22.1412198,-100.9313107,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.4,5,3.12579725066796
132869,"San Luis Potosi",22.1412384,-100.9239252,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.17,6,3.58363166253235
132870,"San Luis Potosi",22.1430781,-100.9354788,"f","low","No_Alcohol_Served",22.1533101,-100.9783239,0.6,5,2.83458514398359
132872,"San Luis Potosi",22.1735955,-100.9946027,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,0.82,11,1.74814724847904
132875,"San Luis Potosi",22.1499013,-100.9937793,"t","high","Wine-Beer",22.1533101,-100.9783239,1,7,1.01779181250271
132877,"San Luis Potosi",22.1353639,-100.9349477,"f","low","No_Alcohol_Served",22.1533101,-100.9783239,0.75,4,3.04354578207367
132884,"San Luis Potosi",22.1395776,-101.0278863,"f","low","No_Alcohol_Served",22.1533101,-100.9783239,1.17,6,3.31421478689213
132885,"San Luis Potosi",22.1795169,-100.9584358,"f","low","No_Alcohol_Served",22.1533101,-100.9783239,0.5,4,2.2155460677319
132921,"San Luis Potosi",22.150305,-100.9891337,"f","low","Wine-Beer",22.1533101,-100.9783239,1.2,15,0.723019098713871
132922,"San Luis Potosi",22.1511348,-100.9823115,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.83,6,0.296469854593894
132925,"San Luis Potosi",22.1534997,-100.976243,"f","medium","Wine-Beer",22.1533101,-100.9783239,1,5,0.133948666377152
132937,"San Luis Potosi",22.1500193,-100.9799203,"f","low","Full_Bar",22.1533101,-100.9783239,1.5,4,0.249535510870564
132951,"San Luis Potosi",22.1544736,-100.9858091,"f","low","No_Alcohol_Served",22.1533101,-100.9783239,1,8,0.486216199031865
132954,"San Luis Potosi",22.1603808,-100.9880447,"t","medium","No_Alcohol_Served",22.1533101,-100.9783239,0.83,6,0.791802703612996
132955,"San Luis Potosi",22.147622,-101.0102749,"t","low","Wine-Beer",22.1533101,-100.9783239,2,3,2.08433313444595
132958,"San Luis Potosi",22.1449787,-101.0056829,"t","low","No_Alcohol_Served",22.1533101,-100.9783239,1.5,4,1.8450081637496
134975,"Morelos",18.940828,-99.215426,"f","high","Full_Bar",18.9738525,-99.2388462,1.5,2,2.75042476539707
134976,"Morelos",18.916654,-99.22711,"f","low","No_Alcohol_Served",18.9738525,-99.2388462,2,2,4.03008472953901
134983,"Morelos",18.948657,-99.235361,"f","high","Full_Bar",18.9738525,-99.2388462,1,3,1.75755626714242
134986,"Morelos",18.928798,-99.239513,"f","high","Wine-Beer",18.9738525,-99.2388462,2,6,3.11660782370221
134987,"Morelos",18.932725,-99.225211,"f","medium","Wine-Beer",18.9738525,-99.2388462,1,2,2.98124867494667
134992,"Morelos",18.936683,-99.247366,"f","high","Wine-Beer",18.9738525,-99.2388462,0.67,3,2.63063515957416
134996,"Morelos",18.923429,-99.216413,"t","medium","Wine-Beer",18.9738525,-99.2388462,1.71,7,3.78385090069333
134999,"Morelos",18.915421,-99.184871,"f","medium","No_Alcohol_Served",18.9738525,-99.2388462,1.5,4,5.36682700674416
135000,"Morelos",18.870565,-99.226938,"f","medium","No_Alcohol_Served",18.9738525,-99.2388462,1.33,3,7.18648954072319
135001,"Morelos",18.941859,-99.241927,"t","medium","Wine-Beer",18.9738525,-99.2388462,1.5,6,2.22206511879477
135011,"Morelos",18.91061,-99.169539,"t","medium","No_Alcohol_Served",18.9738525,-99.2388462,1,2,6.30028632407212
135013,"Morelos",18.917441,-99.165945,"f","low","No_Alcohol_Served",18.9738525,-99.2388462,1.75,4,6.16196681699208
135016,"Morelos",18.869347,-99.209944,"f","medium","No_Alcohol_Served",18.9738525,-99.2388462,0.5,2,7.47164716998391
135018,"Morelos",18.859803,-99.222164,"f","medium","Full_Bar",18.9738525,-99.2388462,1.67,3,7.96366838958119
135019,"Morelos",18.875011,-99.159422,"f","low","No_Alcohol_Served",18.9738525,-99.2388462,1.2,5,8.58743867443297
135021,"Morelos",18.933537,-99.222497,"t","low","No_Alcohol_Served",18.9738525,-99.2388462,1.43,7,2.98658766793481
135025,"San Luis Potosi",22.14955,-100.97797,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.62,13,0.26106264540678
135026,"San Luis Potosi",22.148665,-101.001273,"f","high","Full_Bar",22.1533101,-100.9783239,1.3,10,1.50487182989825
135027,"San Luis Potosi",22.147145,-100.974494,"f","medium","Wine-Beer",22.1533101,-100.9783239,0.86,7,0.491971434463248
135028,"San Luis Potosi",22.146658,-100.987219,"f","medium","Wine-Beer",22.1533101,-100.9783239,1.45,11,0.732409459400524
135030,"San Luis Potosi",22.14788,-100.989472,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.56,9,0.806915134776764
135032,"San Luis Potosi",22.152481,-100.973486,"f","medium","Wine-Beer",22.1533101,-100.9783239,1.16,25,0.315184168321732
135033,"San Luis Potosi",22.14161,-100.973142,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,0.75,4,0.874709568357679
135034,"San Luis Potosi",22.140517,-101.021422,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,2,3,2.89937388017945
135035,"San Luis Potosi",22.145813,-101.018032,"f","high","No_Alcohol_Served",22.1533101,-100.9783239,1.5,4,2.59613706927619
135038,"San Luis Potosi",22.155651,-100.977767,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.18,22,0.165797674100108
135039,"San Luis Potosi",22.145893,-100.97487,"f","low","No_Alcohol_Served",22.1533101,-100.9783239,1.1,10,0.558704103447852
135040,"San Luis Potosi",22.135617,-100.969709,"f","high","Wine-Beer",22.1533101,-100.9783239,0.25,4,1.3424840580255
135041,"San Luis Potosi",22.15106,-100.977659,"f","medium","Wine-Beer",22.1533101,-100.9783239,1.08,13,0.161357103993928
135042,"San Luis Potosi",22.159357,-100.973411,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.22,18,0.523431428907955
135043,"San Luis Potosi",22.185756,-100.944518,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,0.89,9,3.11855568992967
135044,"San Luis Potosi",22.141848,-100.997475,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.33,3,1.46075627706466
135045,"San Luis Potosi",22.151189,-100.98179,"f","high","Wine-Beer",22.1533101,-100.9783239,1.42,12,0.266135195008687
135046,"San Luis Potosi",22.141282,-101.002958,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.38,8,1.7840224589435
135047,"San Luis Potosi",22.150921,-100.993828,"f","high","Wine-Beer",22.1533101,-100.9783239,1.12,8,1.00687453677743
135048,"San Luis Potosi",22.142017,-100.999246,"f","high","Wine-Beer",22.1533101,-100.9783239,0.5,4,1.55134830156206
135049,"San Luis Potosi",22.135011,-101.0286,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.25,4,3.46072313356932
135050,"San Luis Potosi",22.174887,-100.970825,"f","high","Wine-Beer",22.1533101,-100.9783239,1.25,8,1.56781705247341
135051,"San Luis Potosi",22.151189,-100.977058,"f","low","No_Alcohol_Served",22.1533101,-100.9783239,1.5,12,0.167632468372129
135052,"San Luis Potosi",22.150981,-100.977412,"f","high","Full_Bar",22.1533101,-100.9783239,1.36,22,0.171362659608441
135053,"San Luis Potosi",22.178931,-101.012861,"f","high","No_Alcohol_Served",22.1533101,-100.9783239,1,7,2.83455124627128
135054,"San Luis Potosi",22.140626,-100.915657,"f","high","No_Alcohol_Served",22.1533101,-100.9783239,1,10,4.10944843898813
135055,"San Luis Potosi",22.148854,-101.008472,"f","high","No_Alcohol_Served",22.1533101,-100.9783239,1.71,7,1.95579695669924
135057,"San Luis Potosi",22.145992,-100.955118,"f","medium","Wine-Beer",22.1533101,-100.9783239,1.27,15,1.57044875302783
135058,"San Luis Potosi",22.165587,-101.001273,"t","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.06,16,1.69771233258089
135059,"San Luis Potosi",22.145108,-100.989547,"f","medium","Wine-Beer",22.1533101,-100.9783239,1.67,9,0.915856405197007
135060,"San Luis Potosi",22.156883,-100.978485,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.18,17,0.247343589750911
135062,"San Luis Potosi",22.153703,-100.979033,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.22,18,0.0529342281788829
135063,"San Luis Potosi",22.156724,-100.975556,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.25,8,0.295292444195541
135064,"San Luis Potosi",22.154687,-100.996617,"f","high","No_Alcohol_Served",22.1533101,-100.9783239,0.86,14,1.17573817208511
135065,"San Luis Potosi",22.14958,-100.999557,"f","high","Wine-Beer",22.1533101,-100.9783239,1.14,7,1.3844905702007
135066,"San Luis Potosi",22.16835,-100.972466,"f","high","Wine-Beer",22.1533101,-100.9783239,1.4,10,1.10588061012784
135069,"San Luis Potosi",22.140129,-100.944872,"f","low","Wine-Beer",22.1533101,-100.9783239,0.55,11,2.3289409923873
135070,"San Luis Potosi",22.152918,-100.915164,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1,7,4.04620399959794
135071,"San Luis Potosi",22.126375,-100.910926,"f","medium","Full_Bar",22.1533101,-100.9783239,1,8,4.70277736722439
135072,"San Luis Potosi",22.149192,-101.002936,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.17,6,1.60222905470912
135073,"San Luis Potosi",22.147175,-100.974269,"f","high","Wine-Beer",22.1533101,-100.9783239,1.67,3,0.497545365370219
135074,"San Luis Potosi",22.149689,-100.999525,"f","high","Wine-Beer",22.1533101,-100.9783239,1.67,3,1.38108889510668
135075,"San Luis Potosi",22.139573,-100.991564,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.6,10,1.27368754348711
135076,"San Luis Potosi",22.181017,-100.973614,"f","high","Wine-Beer",22.1533101,-100.9783239,1.33,12,1.94001594295065
135079,"San Luis Potosi",22.156376,-100.998355,"f","high","No_Alcohol_Served",22.1533101,-100.9783239,1.07,14,1.3006093643223
135080,"San Luis Potosi",22.145008,-100.997969,"f","high","No_Alcohol_Served",22.1533101,-100.9783239,1,4,1.38334351732877
135081,"San Luis Potosi",22.164842,-100.960493,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.2,10,1.39315925943078
135082,"San Luis Potosi",22.151448,-100.915099,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,0.88,8,4.05234555812176
135085,"San Luis Potosi",22.150802,-100.98268,"f","medium","No_Alcohol_Served",22.1533101,-100.9783239,1.34,32,0.328586973523849
135086,"San Luis Potosi",22.141421,-101.013955,"t","medium","No_Alcohol_Served",22.1533101,-100.9783239,0.78,9,2.4262795506236
135088,"Morelos",18.8760113,-99.2198896,"f","low","No_Alcohol_Served",18.9738525,-99.2388462,0.5,2,6.88014091282843
135104,"Tamaulipas",23.7529821,-99.1684341,"t","medium","Full_Bar",23.730476,-99.1523582,0.83,6,1.85990509318002
135106,"San Luis Potosi",22.1497088,-100.9760928,"f","medium","Wine-Beer",22.1533101,-100.9783239,1,5,0.287186036676136
135108,"San Luis Potosi",22.1362534,-100.9335852,"f","low","No_Alcohol_Served",22.1533101,-100.9783239,1.3,10,3.09950354685873
135109,"Morelos",18.9217848,-99.2353499,"f","medium","Wine-Beer",18.9738525,-99.2388462,0,1,3.60864330804257
